round,date,team_home,team_away,full_text
Round 9,16.03.2025,Plaza Amador,UMECIT,16.03.2025 | Plaza Amador | UMECIT | 1 | 1
Round 9,16.03.2025,Independiente,Tauro,16.03.2025 | Independiente | Tauro | 1 | 1
Round 9,15.03.2025,Miguelito,San Francisco,15.03.2025 | Miguelito | San Francisco | 0 | 1
Round 8,11.03.2025,Potros del Este,San Francisco,11.03.2025 | Potros del Este | San Francisco | 0 | 1
Round 8,10.03.2025,UMECIT,Arabe Unido,10.03.2025 | UMECIT | Arabe Unido | 0 | 1
Round 8,09.03.2025,Independiente,Miguelito,09.03.2025 | Independiente | Miguelito | 4 | 0
Round 8,09.03.2025,Plaza Amador,Deportivo Universitario,09.03.2025 | Plaza Amador | Deportivo Universitario | 3 | 1
Round 8,09.03.2025,Tauro,Herrera,09.03.2025 | Tauro | Herrera | 0 | 0
Round 8,08.03.2025,Veraguas,Alianza,08.03.2025 | Veraguas | Alianza | 2 | 0
Round 7,28.02.2025,Arabe Unido,Herrera,28.02.2025 | Arabe Unido | Herrera | 0 | 0
Round 7,28.02.2025,Alianza,Independiente,28.02.2025 | Alianza | Independiente | 1 | 1
Round 7,27.02.2025,UMECIT,Potros del Este,27.02.2025 | UMECIT | Potros del Este | 2 | 1
Round 7,27.02.2025,Miguelito,Veraguas,27.02.2025 | Miguelito | Veraguas | 2 | 2
Round 7,27.02.2025,Deportivo Universitario,Tauro,27.02.2025 | Deportivo Universitario | Tauro | 2 | 1
Round 7,26.02.2025,San Francisco,Plaza Amador,26.02.2025 | San Francisco | Plaza Amador | 0 | 1
Round 6,25.02.2025,Alianza,UMECIT,25.02.2025 | Alianza | UMECIT | 0 | 0
Round 6,24.02.2025,Potros del Este,Independiente,24.02.2025 | Potros del Este | Independiente | 2 | 1
Round 6,23.02.2025,Miguelito,Herrera,23.02.2025 | Miguelito | Herrera | 2 | 0
Round 6,23.02.2025,Plaza Amador,Veraguas,23.02.2025 | Plaza Amador | Veraguas | 3 | 1
Round 6,23.02.2025,Deportivo Universitario,Arabe Unido,23.02.2025 | Deportivo Universitario | Arabe Unido | 0 | 0
Round 6,22.02.2025,San Francisco,Tauro,22.02.2025 | San Francisco | Tauro | 1 | 1
Round 3,21.02.2025,Alianza,Miguelito,21.02.2025 | Alianza | Miguelito | 1 | 2
Round 5,18.02.2025,Veraguas,San Francisco,18.02.2025 | Veraguas | San Francisco | 0 | 0
Round 5,17.02.2025,UMECIT,Herrera,17.02.2025 | UMECIT | Herrera | 2 | 1
Round 5,16.02.2025,Alianza,Plaza Amador,16.02.2025 | Alianza | Plaza Amador | 0 | 2
Round 5,16.02.2025,Potros del Este,Arabe Unido,16.02.2025 | Potros del Este | Arabe Unido | 1 | 1
Round 5,15.02.2025,Independiente,Deportivo Universitario,15.02.2025 | Independiente | Deportivo Universitario | 0 | 0
Round 5,15.02.2025,Miguelito,Tauro,15.02.2025 | Miguelito | Tauro | 1 | 0
Round 4,11.02.2025,Veraguas,Independiente,11.02.2025 | Veraguas | Independiente | 0 | 1
Round 4,10.02.2025,Potros del Este,Alianza,10.02.2025 | Potros del Este | Alianza | 1 | 1
