round,date,team_home,team_away,full_text
Round 10,05.10.2024,KV Mechelen,Leuven,05.10.2024 | KV Mechelen | Leuven | 5 | 0
Round 10,04.10.2024,Westerlo,Beerschot VA,04.10.2024 | Westerlo | Beerschot VA | 2 | 2
Round 9,29.09.2024,Cercle Brugge KSV,St. Truiden,29.09.2024 | Cercle Brugge KSV | St. Truiden | 1 | 1
Round 9,29.09.2024,Gent,Leuven,29.09.2024 | Gent | Leuven | 3 | 0
Round 9,29.09.2024,Royale Union SG,Kortrijk,29.09.2024 | Royale Union SG | Kortrijk | 3 | 0
Round 9,29.09.2024,Awrd,Antwerp,29.09.2024 | Awrd | Antwerp | Beerschot VA | 5 | 0
Round 9,28.09.2024,Dender,Anderlecht,28.09.2024 | Dender | Anderlecht | 1 | 1
Round 9,28.09.2024,St. Liege,Westerlo,28.09.2024 | St. Liege | Westerlo | 1 | 2
Round 9,28.09.2024,Genk,KV Mechelen,28.09.2024 | Genk | KV Mechelen | 2 | 1
Round 9,27.09.2024,Charleroi,Club Brugge KV,27.09.2024 | Charleroi | Club Brugge KV | 1 | 1
Round 5,26.09.2024,Cercle Brugge KSV,Gent,26.09.2024 | Cercle Brugge KSV | Gent | 2 | 1
Round 8,22.09.2024,Leuven,Kortrijk,22.09.2024 | Leuven | Kortrijk | 1 | 1
Round 8,22.09.2024,Genk,Dender,22.09.2024 | Genk | Dender | 4 | 0
Round 8,22.09.2024,KV Mechelen,Cercle Brugge KSV,22.09.2024 | KV Mechelen | Cercle Brugge KSV | 2 | 0
Round 8,22.09.2024,Club Brugge KV,Gent,22.09.2024 | Club Brugge KV | Gent | 2 | 4
Round 8,21.09.2024,Anderlecht,Charleroi,21.09.2024 | Anderlecht | Charleroi | 0 | 0
Round 8,21.09.2024,Westerlo,Antwerp,21.09.2024 | Westerlo | Antwerp | 1 | 2
Round 8,21.09.2024,Beerschot VA,St. Truiden,21.09.2024 | Beerschot VA | St. Truiden | 0 | 3
Round 8,20.09.2024,St. Liege,Royale Union SG,20.09.2024 | St. Liege | Royale Union SG | 0 | 0
Round 5,17.09.2024,Anderlecht,Genk,17.09.2024 | Anderlecht | Genk | 0 | 2
Round 7,15.09.2024,Gent,KV Mechelen,15.09.2024 | Gent | KV Mechelen | 2 | 0
Round 7,15.09.2024,Charleroi,Beerschot VA,15.09.2024 | Charleroi | Beerschot VA | 3 | 0
Round 7,15.09.2024,St. Truiden,Leuven,15.09.2024 | St. Truiden | Leuven | 2 | 1
Round 7,15.09.2024,Antwerp,Royale Union SG,15.09.2024 | Antwerp | Royale Union SG | 2 | 0
Round 7,14.09.2024,Anderlecht,Westerlo,14.09.2024 | Anderlecht | Westerlo | 2 | 2
Round 7,14.09.2024,Kortrijk,Club Brugge KV,14.09.2024 | Kortrijk | Club Brugge KV | 0 | 3
Round 7,14.09.2024,Cercle Brugge KSV,Genk,14.09.2024 | Cercle Brugge KSV | Genk | 2 | 3
Round 7,13.09.2024,Dender,St. Liege,13.09.2024 | Dender | St. Liege | 0 | 2
Round 6,01.09.2024,Kortrijk,St. Truiden,01.09.2024 | Kortrijk | St. Truiden | 1 | 1
Round 6,01.09.2024,Royale Union SG,Anderlecht,01.09.2024 | Royale Union SG | Anderlecht | 0 | 0
Round 6,01.09.2024,Gent,Antwerp,01.09.2024 | Gent | Antwerp | 1 | 1
Round 6,01.09.2024,Club Brugge KV,Cercle Brugge KSV,01.09.2024 | Club Brugge KV | Cercle Brugge KSV | 3 | 0
Round 6,31.08.2024,Leuven,St. Liege,31.08.2024 | Leuven | St. Liege | 2 | 0
Round 6,31.08.2024,Beerschot VA,Dender,31.08.2024 | Beerschot VA | Dender | 1 | 2
Round 6,31.08.2024,KV Mechelen,Charleroi,31.08.2024 | KV Mechelen | Charleroi | 5 | 2
Round 6,30.08.2024,Genk,Westerlo,30.08.2024 | Genk | Westerlo | 1 | 0
Round 5,25.08.2024,Charleroi,Kortrijk,25.08.2024 | Charleroi | Kortrijk | 1 | 0
Round 5,25.08.2024,St. Liege,Beerschot VA,25.08.2024 | St. Liege | Beerschot VA | 1 | 0
Round 5,25.08.2024,St. Truiden,Royale Union SG,25.08.2024 | St. Truiden | Royale Union SG | 0 | 0
Round 5,25.08.2024,Dender,Club Brugge KV,25.08.2024 | Dender | Club Brugge KV | 1 | 2
Round 5,24.08.2024,Antwerp,KV Mechelen,24.08.2024 | Antwerp | KV Mechelen | 0 | 1
Round 5,24.08.2024,Westerlo,Leuven,24.08.2024 | Westerlo | Leuven | 1 | 1
Round 4,18.08.2024,Gent,Westerlo,18.08.2024 | Gent | Westerlo | 4 | 1
Round 4,18.08.2024,Kortrijk,St. Liege,18.08.2024 | Kortrijk | St. Liege | 1 | 0
Round 4,18.08.2024,Leuven,Cercle Brugge KSV,18.08.2024 | Leuven | Cercle Brugge KSV | 1 | 1
Round 4,18.08.2024,Club Brugge KV,Antwerp,18.08.2024 | Club Brugge KV | Antwerp | 1 | 0
Round 4,17.08.2024,KV Mechelen,Anderlecht,17.08.2024 | KV Mechelen | Anderlecht | 1 | 3
Round 4,17.08.2024,St. Truiden,Dender,17.08.2024 | St. Truiden | Dender | 3 | 3
Round 4,17.08.2024,Beerschot VA,Genk,17.08.2024 | Beerschot VA | Genk | 3 | 4
Round 4,16.08.2024,Royale Union SG,Charleroi,16.08.2024 | Royale Union SG | Charleroi | 1 | 0
Round 3,11.08.2024,Cercle Brugge KSV,Beerschot VA,11.08.2024 | Cercle Brugge KSV | Beerschot VA | 4 | 1
Round 3,11.08.2024,Charleroi,Gent,11.08.2024 | Charleroi | Gent | 1 | 0
Round 3,11.08.2024,Antwerp,St. Truiden,11.08.2024 | Antwerp | St. Truiden | 6 | 1
Round 3,11.08.2024,Genk,Club Brugge KV,11.08.2024 | Genk | Club Brugge KV | 3 | 2
Round 3,10.08.2024,Anderlecht,Leuven,10.08.2024 | Anderlecht | Leuven | 1 | 1
Round 3,10.08.2024,Westerlo,Royale Union SG,10.08.2024 | Westerlo | Royale Union SG | 4 | 3
Round 3,10.08.2024,Dender,Kortrijk,10.08.2024 | Dender | Kortrijk | 4 | 1
Round 3,09.08.2024,St. Liege,KV Mechelen,09.08.2024 | St. Liege | KV Mechelen | 0 | 0
Round 2,04.08.2024,Gent,Dender,04.08.2024 | Gent | Dender | 1 | 2
Round 2,04.08.2024,St. Liege,Club Brugge KV,04.08.2024 | St. Liege | Club Brugge KV | 1 | 0
Round 2,04.08.2024,Cercle Brugge KSV,Kortrijk,04.08.2024 | Cercle Brugge KSV | Kortrijk | 1 | 2
Round 2,04.08.2024,Antwerp,Anderlecht,04.08.2024 | Antwerp | Anderlecht | 1 | 2
Round 2,03.08.2024,St. Truiden,Charleroi,03.08.2024 | St. Truiden | Charleroi | 1 | 4
Round 2,03.08.2024,Leuven,Genk,03.08.2024 | Leuven | Genk | 3 | 1
Round 2,03.08.2024,KV Mechelen,Westerlo,03.08.2024 | KV Mechelen | Westerlo | 2 | 4
Round 2,02.08.2024,Royale Union SG,Beerschot VA,02.08.2024 | Royale Union SG | Beerschot VA | 3 | 1
Round 1,28.07.2024,Westerlo,Cercle Brugge KSV,28.07.2024 | Westerlo | Cercle Brugge KSV | 3 | 0
Round 1,28.07.2024,Charleroi,Antwerp,28.07.2024 | Charleroi | Antwerp | 0 | 1
Round 1,28.07.2024,Kortrijk,Gent,28.07.2024 | Kortrijk | Gent | 0 | 1
Round 1,28.07.2024,Genk,St. Liege,28.07.2024 | Genk | St. Liege | 0 | 0
Round 1,27.07.2024,Anderlecht,St. Truiden,27.07.2024 | Anderlecht | St. Truiden | 1 | 0
Round 1,27.07.2024,Beerschot VA,Leuven,27.07.2024 | Beerschot VA | Leuven | 0 | 0
Round 1,27.07.2024,Dender,Royale Union SG,27.07.2024 | Dender | Royale Union SG | 0 | 0
Round 1,26.07.2024,Club Brugge KV,KV Mechelen,26.07.2024 | Club Brugge KV | KV Mechelen | 1 | 1
