round,date,team_home,team_away,full_text
Round 3,07.06.2025,Liverpool M.,Cerro Largo,07.06.2025 | Liverpool M. | Cerro Largo | 2 | 1
Round 3,07.06.2025,CA Cerro,River Plate,07.06.2025 | CA Cerro | River Plate | 1 | 0
Round 2,03.06.2025,Boston River,Juventud,03.06.2025 | Boston River | Juventud | 3 | 2
Round 2,02.06.2025,CA Cerro,Wanderers,02.06.2025 | CA Cerro | Wanderers | 1 | 2
Round 2,01.06.2025,Cerro Largo,Penarol,01.06.2025 | Cerro Largo | Penarol | 1 | 1
Round 2,01.06.2025,Montevideo City,Nacional,01.06.2025 | Montevideo City | Nacional | 1 | 2
Round 2,01.06.2025,River Plate,Defensor Sp.,01.06.2025 | River Plate | Defensor Sp. | 1 | 2
Round 2,01.06.2025,Miramar,Racing Montevideo,01.06.2025 | Miramar | Racing Montevideo | 0 | 1
Round 2,31.05.2025,Plaza Colonia,Liverpool M.,31.05.2025 | Plaza Colonia | Liverpool M. | 1 | 1
Round 2,31.05.2025,Progreso,Danubio,31.05.2025 | Progreso | Danubio | 0 | 1
Round 1,25.05.2025,Wanderers,River Plate,25.05.2025 | Wanderers | River Plate | 1 | 0
Round 1,25.05.2025,Liverpool M.,CA Cerro,25.05.2025 | Liverpool M. | CA Cerro | 0 | 0
Round 1,25.05.2025,Danubio,Miramar,25.05.2025 | Danubio | Miramar | 2 | 2 | 0
Round 1,25.05.2025,Defensor Sp.,Cerro Largo,25.05.2025 | Defensor Sp. | Cerro Largo | 3 | 2
Round 1,24.05.2025,Penarol,Plaza Colonia,24.05.2025 | Penarol | Plaza Colonia | 2 | 0
Round 1,24.05.2025,Juventud,Montevideo City,24.05.2025 | Juventud | Montevideo City | 3 | 2
Round 1,24.05.2025,Nacional,Progreso,24.05.2025 | Nacional | Progreso | 1 | 0
Round 1,23.05.2025,Racing Montevideo,Boston River,23.05.2025 | Racing Montevideo | Boston River | 2 | 0
Round 15,20.05.2025,Boston River,CA Cerro,20.05.2025 | Boston River | CA Cerro | 0 | 0
Round 15,19.05.2025,Plaza Colonia,Danubio,19.05.2025 | Plaza Colonia | Danubio | 1 | 2
Round 15,19.05.2025,Racing Montevideo,Miramar,19.05.2025 | Racing Montevideo | Miramar | 1 | 1
Round 15,18.05.2025,Liverpool M.,Cerro Largo,18.05.2025 | Liverpool M. | Cerro Largo | 1 | 0
Round 15,18.05.2025,Nacional,Defensor Sp.,18.05.2025 | Nacional | Defensor Sp. | 2 | 1
Round 15,18.05.2025,Progreso,Juventud,18.05.2025 | Progreso | Juventud | 1 | 2
Round 15,18.05.2025,Penarol,Montevideo City,18.05.2025 | Penarol | Montevideo City | 2 | 1
Round 15,17.05.2025,River Plate,Wanderers,17.05.2025 | River Plate | Wanderers | 0 | 1
Round 14,05.05.2025,Miramar,River Plate,05.05.2025 | Miramar | River Plate | 3 | 0
Round 14,04.05.2025,Juventud,Liverpool M.,04.05.2025 | Juventud | Liverpool M. | 1 | 0
Round 14,04.05.2025,Montevideo City,Progreso,04.05.2025 | Montevideo City | Progreso | 2 | 3
Round 14,04.05.2025,Cerro Largo,Plaza Colonia,04.05.2025 | Cerro Largo | Plaza Colonia | 2 | 1
Round 14,03.05.2025,Nacional,CA Cerro,03.05.2025 | Nacional | CA Cerro | 4 | 0
Round 14,03.05.2025,Danubio,Racing Montevideo,03.05.2025 | Danubio | Racing Montevideo | 0 | 0
Round 14,03.05.2025,Defensor Sp.,Penarol,03.05.2025 | Defensor Sp. | Penarol | 0 | 1
Round 14,03.05.2025,Boston River,Wanderers,03.05.2025 | Boston River | Wanderers | 1 | 0
Round 13,28.04.2025,Racing Montevideo,Cerro Largo,28.04.2025 | Racing Montevideo | Cerro Largo | 1 | 1
Round 13,27.04.2025,Penarol,CA Cerro,27.04.2025 | Penarol | CA Cerro | 3 | 1
Round 13,27.04.2025,Progreso,Liverpool M.,27.04.2025 | Progreso | Liverpool M. | 0 | 2
Round 13,27.04.2025,Boston River,Miramar,27.04.2025 | Boston River | Miramar | 2 | 0
Round 13,27.04.2025,Montevideo City,Defensor Sp.,27.04.2025 | Montevideo City | Defensor Sp. | 0 | 1
Round 13,27.04.2025,Nacional,Wanderers,27.04.2025 | Nacional | Wanderers | 3 | 1
Round 13,26.04.2025,Plaza Colonia,Juventud,26.04.2025 | Plaza Colonia | Juventud | 0 | 0
Round 13,26.04.2025,River Plate,Danubio,26.04.2025 | River Plate | Danubio | 1 | 0
Round 12,21.04.2025,Defensor Sp.,Progreso,21.04.2025 | Defensor Sp. | Progreso | 1 | 2
Round 12,20.04.2025,CA Cerro,Montevideo City,20.04.2025 | CA Cerro | Montevideo City | 1 | 2
Round 12,20.04.2025,Liverpool M.,Plaza Colonia,20.04.2025 | Liverpool M. | Plaza Colonia | 1 | 0
Round 12,19.04.2025,Wanderers,Penarol,19.04.2025 | Wanderers | Penarol | 1 | 2
Round 12,19.04.2025,Juventud,Racing Montevideo,19.04.2025 | Juventud | Racing Montevideo | 1 | 0
Round 12,18.04.2025,Cerro Largo,River Plate,18.04.2025 | Cerro Largo | River Plate | 1 | 0
Round 12,18.04.2025,Miramar,Nacional,18.04.2025 | Miramar | Nacional | 1 | 3
