round,date,team_home,team_away,full_text
Final,26.05.2025,Elversberg,Heidenheim,26.05.2025 | Elversberg | Heidenheim | Winner: Heidenheim | 1 | 2
Final,22.05.2025,Heidenheim,Elversberg,22.05.2025 | Heidenheim | Elversberg | 2 | 2
Round 34,17.05.2025,Augsburg,Union Berlin,17.05.2025 | Augsburg | Union Berlin | 1 | 2
Round 34,17.05.2025,B. Monchengladbach,Wolfsburg,17.05.2025 | B. Monchengladbach | Wolfsburg | 0 | 1
Round 34,17.05.2025,Dortmund,Holstein Kiel,17.05.2025 | Dortmund | Holstein Kiel | 3 | 0
Round 34,17.05.2025,Freiburg,Eintracht Frankfurt,17.05.2025 | Freiburg | Eintracht Frankfurt | 1 | 3
Round 34,17.05.2025,Heidenheim,Werder Bremen,17.05.2025 | Heidenheim | Werder Bremen | 1 | 4
Round 34,17.05.2025,Hoffenheim,Bayern Munich,17.05.2025 | Hoffenheim | Bayern Munich | 0 | 4
Round 34,17.05.2025,Mainz,Bayer Leverkusen,17.05.2025 | Mainz | Bayer Leverkusen | 2 | 2
Round 34,17.05.2025,RB Leipzig,Stuttgart,17.05.2025 | RB Leipzig | Stuttgart | 2 | 3
Round 34,17.05.2025,St. Pauli,Bochum,17.05.2025 | St. Pauli | Bochum | 0 | 2
Round 33,11.05.2025,Stuttgart,Augsburg,11.05.2025 | Stuttgart | Augsburg | 4 | 0
Round 33,11.05.2025,Eintracht Frankfurt,St. Pauli,11.05.2025 | Eintracht Frankfurt | St. Pauli | 2 | 2
Round 33,11.05.2025,Bayer Leverkusen,Dortmund,11.05.2025 | Bayer Leverkusen | Dortmund | 2 | 4
Round 33,10.05.2025,Bayern Munich,B. Monchengladbach,10.05.2025 | Bayern Munich | B. Monchengladbach | 2 | 0
Round 33,10.05.2025,Bochum,Mainz,10.05.2025 | Bochum | Mainz | 1 | 4
Round 33,10.05.2025,Holstein Kiel,Freiburg,10.05.2025 | Holstein Kiel | Freiburg | 1 | 2
Round 33,10.05.2025,Union Berlin,Heidenheim,10.05.2025 | Union Berlin | Heidenheim | 0 | 3
Round 33,10.05.2025,Werder Bremen,RB Leipzig,10.05.2025 | Werder Bremen | RB Leipzig | 0 | 0
Round 33,09.05.2025,Wolfsburg,Hoffenheim,09.05.2025 | Wolfsburg | Hoffenheim | 2 | 2
Round 32,04.05.2025,Mainz,Eintracht Frankfurt,04.05.2025 | Mainz | Eintracht Frankfurt | 1 | 1
Round 32,04.05.2025,Freiburg,Bayer Leverkusen,04.05.2025 | Freiburg | Bayer Leverkusen | 2 | 2
Round 32,04.05.2025,Augsburg,Holstein Kiel,04.05.2025 | Augsburg | Holstein Kiel | 1 | 3
Round 32,03.05.2025,Dortmund,Wolfsburg,03.05.2025 | Dortmund | Wolfsburg | 4 | 0
Round 32,03.05.2025,B. Monchengladbach,Hoffenheim,03.05.2025 | B. Monchengladbach | Hoffenheim | 4 | 4
Round 32,03.05.2025,RB Leipzig,Bayern Munich,03.05.2025 | RB Leipzig | Bayern Munich | 3 | 3
Round 32,03.05.2025,St. Pauli,Stuttgart,03.05.2025 | St. Pauli | 2 | Stuttgart | 0 | 1
Round 32,03.05.2025,Union Berlin,Werder Bremen,03.05.2025 | Union Berlin | Werder Bremen | 2 | 2
Round 32,02.05.2025,Heidenheim,Bochum,02.05.2025 | Heidenheim | Bochum | 0 | 0
Round 31,27.04.2025,Werder Bremen,St. Pauli,27.04.2025 | Werder Bremen | St. Pauli | 0 | 0
Round 31,27.04.2025,Bochum,Union Berlin,27.04.2025 | Bochum | Union Berlin | 1 | 1
Round 31,26.04.2025,Eintracht Frankfurt,RB Leipzig,26.04.2025 | Eintracht Frankfurt | RB Leipzig | 4 | 0
Round 31,26.04.2025,Bayer Leverkusen,Augsburg,26.04.2025 | Bayer Leverkusen | Augsburg | 2 | 0
Round 31,26.04.2025,Bayern Munich,Mainz,26.04.2025 | Bayern Munich | Mainz | 3 | 0
Round 31,26.04.2025,Hoffenheim,Dortmund,26.04.2025 | Hoffenheim | Dortmund | 2 | 3
Round 31,26.04.2025,Holstein Kiel,B. Monchengladbach,26.04.2025 | Holstein Kiel | B. Monchengladbach | 4 | 3
Round 31,26.04.2025,Wolfsburg,Freiburg,26.04.2025 | Wolfsburg | Freiburg | 0 | 1
Round 31,25.04.2025,Stuttgart,Heidenheim,25.04.2025 | Stuttgart | Heidenheim | 0 | 1
Round 30,20.04.2025,St. Pauli,Bayer Leverkusen,20.04.2025 | St. Pauli | Bayer Leverkusen | 1 | 1
