round,date,team_home,team_away,full_text
Round 13,26.10.2024,Sigma Olomouc,Jablonec,26.10.2024 | Sigma Olomouc | Jablonec | 0 | 0
Round 13,26.10.2024,Ceske Budejovice,Hradec Kralove,26.10.2024 | Ceske Budejovice | Hradec Kralove | 0 | 2
Round 13,26.10.2024,FK Pardubice,Ostrava,26.10.2024 | FK Pardubice | Ostrava | 2 | 3
Round 13,26.10.2024,Liberec,Slovacko,26.10.2024 | Liberec | Slovacko | 4 | 0
Round 12,20.10.2024,Jablonec,Slavia Prague,20.10.2024 | Jablonec | Slavia Prague | 1 | 2
Round 12,20.10.2024,Karvina,Ceske Budejovice,20.10.2024 | Karvina | Ceske Budejovice | 4 | 1
Round 12,20.10.2024,Slovacko,Teplice,20.10.2024 | Slovacko | Teplice | 0 | 2
Round 12,20.10.2024,Bohemians,Mlada Boleslav,20.10.2024 | Bohemians | Mlada Boleslav | 2 | 2
Round 12,19.10.2024,Sparta Prague,Liberec,19.10.2024 | Sparta Prague | Liberec | 2 | 1
Round 12,19.10.2024,Dukla Prague,FK Pardubice,19.10.2024 | Dukla Prague | FK Pardubice | 2 | 1
Round 12,19.10.2024,Ostrava,Plzen,19.10.2024 | Ostrava | Plzen | 1 | 3
Round 12,19.10.2024,Hradec Kralove,Sigma Olomouc,19.10.2024 | Hradec Kralove | Sigma Olomouc | 1 | 1
