round,date,team_home,team_away,full_text
Round 15,09.11.2025,Union de Santa Fe,Barracas Central,09.11.2025 | Union de Santa Fe | Barracas Central | 0 | 0
Round 15,08.11.2025,Talleres Cordoba,Platense,08.11.2025 | Talleres Cordoba | Platense | 1 | 0
Round 15,08.11.2025,Huracan,Newells Old Boys,08.11.2025 | Huracan | Newells Old Boys | 0 | 2
Round 15,08.11.2025,Racing Club,Defensa y Justicia,08.11.2025 | Racing Club | Defensa y Justicia | 1 | 0
Round 15,08.11.2025,Rosario Central,San Lorenzo,08.11.2025 | Rosario Central | San Lorenzo | 0 | 0
Round 14,04.11.2025,Banfield,Lanus,04.11.2025 | Banfield | Lanus | 2 | 1
Round 14,04.11.2025,Belgrano,Tigre,04.11.2025 | Belgrano | Tigre | 0 | 0
Round 14,03.11.2025,Central Cordoba,Racing Club,03.11.2025 | Central Cordoba | Racing Club | 0 | 0
Round 14,03.11.2025,Defensa y Justicia,Huracan,03.11.2025 | Defensa y Justicia | Huracan | 1 | 3
Round 14,03.11.2025,Platense,Sarmiento Junin,03.11.2025 | Platense | Sarmiento Junin | 1 | 1
Round 14,03.11.2025,River Plate,Gimnasia L.P.,03.11.2025 | River Plate | Gimnasia L.P. | 0 | 1
Round 14,02.11.2025,Godoy Cruz,San Martin S.J.,02.11.2025 | Godoy Cruz | San Martin S.J. | 0 | 0
Round 14,02.11.2025,Estudiantes L.P.,Boca Juniors,02.11.2025 | Estudiantes L.P. | Boca Juniors | 1 | 2
Round 14,02.11.2025,Independiente,Atl. Tucuman,02.11.2025 | Independiente | Atl. Tucuman | 2 | 3 | 0
Round 14,01.11.2025,Velez Sarsfield,Talleres Cordoba,01.11.2025 | Velez Sarsfield | Talleres Cordoba | 0 | 1
Round 14,01.11.2025,Barracas Central,Argentinos Jrs,01.11.2025 | Barracas Central | Argentinos Jrs | 2 | 0
Round 14,01.11.2025,Aldosivi,Ind. Rivadavia,01.11.2025 | Aldosivi | Ind. Rivadavia | 3 | 1
Round 14,01.11.2025,Instituto,Rosario Central,01.11.2025 | Instituto | Rosario Central | 1 | 3
Round 14,01.11.2025,Newells Old Boys,Union de Santa Fe,01.11.2025 | Newells Old Boys | Union de Santa Fe | 0 | 1
Round 14,31.10.2025,San Lorenzo,Dep. Riestra,31.10.2025 | San Lorenzo | Dep. Riestra | 1 | 0
Round 12,27.10.2025,Barracas Central,Boca Juniors,27.10.2025 | Barracas Central | Boca Juniors | 1 | 3
Round 6,24.10.2025,Independiente,Platense,24.10.2025 | Independiente | Platense | 3 | 0
Round 7,24.10.2025,Sarmiento Junin,Rosario Central,24.10.2025 | Sarmiento Junin | Rosario Central | 0 | 1
Round 13,23.10.2025,Huracan,Central Cordoba,23.10.2025 | Huracan | Central Cordoba | 0 | 1
Round 13,22.10.2025,Union de Santa Fe,Defensa y Justicia,22.10.2025 | Union de Santa Fe | Defensa y Justicia | 3 | 0
Round 13,21.10.2025,Atl. Tucuman,San Lorenzo,21.10.2025 | Atl. Tucuman | San Lorenzo | 1 | 2
Round 13,21.10.2025,Dep. Riestra,Instituto,21.10.2025 | Dep. Riestra | Instituto | 1 | 0
Round 13,21.10.2025,Tigre,Barracas Central,21.10.2025 | Tigre | Barracas Central | 2 | 2
Round 13,19.10.2025,Rosario Central,Platense,19.10.2025 | Rosario Central | Platense | 1 | 0
Round 13,19.10.2025,San Martin S.J.,Independiente,19.10.2025 | San Martin S.J. | Independiente | 1 | 0
Round 13,19.10.2025,Estudiantes L.P.,Gimnasia L.P.,19.10.2025 | Estudiantes L.P. | Gimnasia L.P. | 2 | 0
Round 13,19.10.2025,Sarmiento Junin,Velez Sarsfield,19.10.2025 | Sarmiento Junin | Velez Sarsfield | 0 | 2
Round 13,19.10.2025,Talleres Cordoba,River Plate,19.10.2025 | Talleres Cordoba | River Plate | 0 | 2
Round 13,18.10.2025,Boca Juniors,Belgrano,18.10.2025 | Boca Juniors | Belgrano | 1 | 2
Round 13,18.10.2025,Ind. Rivadavia,Banfield,18.10.2025 | Ind. Rivadavia | Banfield | 1 | 2
Round 13,18.10.2025,Argentinos Jrs,Newells Old Boys,18.10.2025 | Argentinos Jrs | Newells Old Boys | 3 | 1
Round 13,18.10.2025,Lanus,Godoy Cruz,18.10.2025 | Lanus | Godoy Cruz | 2 | 0
Round 13,18.10.2025,Racing Club,Aldosivi,18.10.2025 | Racing Club | Aldosivi | 1 | 0
Round 12,13.10.2025,Platense,Dep. Riestra,13.10.2025 | Platense | Dep. Riestra | 1 | 1
Round 12,13.10.2025,Independiente,Lanus,13.10.2025 | Independiente | Lanus | 0 | 2
Round 12,13.10.2025,River Plate,Sarmiento Junin,13.10.2025 | River Plate | Sarmiento Junin | 0 | 1
Round 12,12.10.2025,Ind. Rivadavia,Godoy Cruz,12.10.2025 | Ind. Rivadavia | 2 | Godoy Cruz | 0 | 0
Round 12,12.10.2025,Instituto,Atl. Tucuman,12.10.2025 | Instituto | Atl. Tucuman | 2 | 0
Round 12,12.10.2025,Aldosivi,Huracan,12.10.2025 | Aldosivi | Huracan | 2 | 0
Round 12,12.10.2025,Belgrano,Estudiantes L.P.,12.10.2025 | Belgrano | Estudiantes L.P. | 1 | 1
