round,date,team_home,team_away,full_text
Round 20,02.03.2025,BW Linz,Tirol,02.03.2025 | BW Linz | Tirol | 2 | 1
Round 20,01.03.2025,Grazer AK,Austria Vienna,01.03.2025 | Grazer AK | Austria Vienna | 1 | 2
Round 20,01.03.2025,Hartberg,Wolfsberger AC,01.03.2025 | Hartberg | Wolfsberger AC | 0 | 3
Round 20,01.03.2025,SK Rapid,Altach,01.03.2025 | SK Rapid | Altach | 5 | 0
Round 19,23.02.2025,LASK,SK Rapid,23.02.2025 | LASK | SK Rapid | 2 | 1
Round 19,23.02.2025,Altach,Hartberg,23.02.2025 | Altach | Hartberg | 0 | 0
Round 19,23.02.2025,Sturm Graz,BW Linz,23.02.2025 | Sturm Graz | BW Linz | 2 | 1
Round 19,22.02.2025,A. Klagenfurt,Grazer AK,22.02.2025 | A. Klagenfurt | Grazer AK | 4 | 2
Round 19,22.02.2025,Austria Vienna,Salzburg,22.02.2025 | Austria Vienna | Salzburg | 0 | 1
Round 19,22.02.2025,Tirol,Wolfsberger AC,22.02.2025 | Tirol | Wolfsberger AC | 3 | 3
Round 18,16.02.2025,Austria Vienna,SK Rapid,16.02.2025 | Austria Vienna | SK Rapid | 2 | 1
Round 18,16.02.2025,Grazer AK,LASK,16.02.2025 | Grazer AK | LASK | 0 | 0
Round 18,16.02.2025,Hartberg,A. Klagenfurt,16.02.2025 | Hartberg | A. Klagenfurt | 1 | 1
Round 18,15.02.2025,BW Linz,Altach,15.02.2025 | BW Linz | Altach | 1 | 3
Round 18,15.02.2025,Salzburg,Tirol,15.02.2025 | Salzburg | Tirol | 1 | 1
Round 18,15.02.2025,Wolfsberger AC,Sturm Graz,15.02.2025 | Wolfsberger AC | Sturm Graz | 3 | 0
Round 17,09.02.2025,LASK,BW Linz,09.02.2025 | LASK | BW Linz | 0 | 0
Round 17,09.02.2025,A. Klagenfurt,Salzburg,09.02.2025 | A. Klagenfurt | Salzburg | 0 | 0
Round 17,09.02.2025,Tirol,Hartberg,09.02.2025 | Tirol | Hartberg | 0 | 0
Round 17,08.02.2025,Altach,Grazer AK,08.02.2025 | Altach | Grazer AK | 1 | 2
Round 17,08.02.2025,SK Rapid,Wolfsberger AC,08.02.2025 | SK Rapid | Wolfsberger AC | 1 | 3
Round 17,07.02.2025,Sturm Graz,Austria Vienna,07.02.2025 | Sturm Graz | Austria Vienna | 2 | 2
Round 6,14.12.2024,Salzburg,A. Klagenfurt,14.12.2024 | Salzburg | A. Klagenfurt | 3 | 0
Round 16,08.12.2024,Austria Vienna,Altach,08.12.2024 | Austria Vienna | Altach | 3 | 0
Round 16,08.12.2024,BW Linz,A. Klagenfurt,08.12.2024 | BW Linz | A. Klagenfurt | 2 | 1
Round 16,08.12.2024,Grazer AK,Hartberg,08.12.2024 | Grazer AK | Hartberg | 0 | 3
Round 16,07.12.2024,Salzburg,SK Rapid,07.12.2024 | Salzburg | SK Rapid | 2 | 2
Round 16,07.12.2024,Tirol,Sturm Graz,07.12.2024 | Tirol | Sturm Graz | 0 | 3
Round 16,07.12.2024,Wolfsberger AC,LASK,07.12.2024 | Wolfsberger AC | LASK | 2 | 1
Round 4,04.12.2024,Salzburg,Hartberg,04.12.2024 | Salzburg | Hartberg | 4 | 0
Round 15,01.12.2024,LASK,Austria Vienna,01.12.2024 | LASK | Austria Vienna | 1 | 3
Round 15,01.12.2024,A. Klagenfurt,Tirol,01.12.2024 | A. Klagenfurt | Tirol | 0 | 3
Round 15,01.12.2024,SK Rapid,BW Linz,01.12.2024 | SK Rapid | BW Linz | 0 | 1
Round 15,30.11.2024,Altach,Sturm Graz,30.11.2024 | Altach | Sturm Graz | 1 | 1
Round 15,30.11.2024,Grazer AK,Wolfsberger AC,30.11.2024 | Grazer AK | 2 | Wolfsberger AC | 3 | 4
Round 15,30.11.2024,Hartberg,Salzburg,30.11.2024 | Hartberg | Salzburg | 1 | 1
Round 14,24.11.2024,Austria Vienna,Hartberg,24.11.2024 | Austria Vienna | Hartberg | 1 | 0
Round 14,24.11.2024,BW Linz,Grazer AK,24.11.2024 | BW Linz | Grazer AK | 1 | 2
Round 14,24.11.2024,Wolfsberger AC,Altach,24.11.2024 | Wolfsberger AC | Altach | 2 | 0
Round 14,23.11.2024,Salzburg,LASK,23.11.2024 | Salzburg | LASK | 1 | 2
Round 14,23.11.2024,Sturm Graz,A. Klagenfurt,23.11.2024 | Sturm Graz | A. Klagenfurt | 7 | 0
Round 14,23.11.2024,Tirol,SK Rapid,23.11.2024 | Tirol | SK Rapid | 0 | 0
Round 13,10.11.2024,SK Rapid,A. Klagenfurt,10.11.2024 | SK Rapid | A. Klagenfurt | 2 | 0
Round 13,10.11.2024,Altach,LASK,10.11.2024 | Altach | LASK | 1 | 2
Round 13,10.11.2024,BW Linz,Salzburg,10.11.2024 | BW Linz | Salzburg | 2 | 0
Round 13,09.11.2024,Grazer AK,Tirol,09.11.2024 | Grazer AK | Tirol | 2 | 1
Round 13,09.11.2024,Hartberg,Sturm Graz,09.11.2024 | Hartberg | Sturm Graz | 1 | 2
Round 13,09.11.2024,Wolfsberger AC,Austria Vienna,09.11.2024 | Wolfsberger AC | Austria Vienna | 0 | 1
Round 12,03.11.2024,Austria Vienna,BW Linz,03.11.2024 | Austria Vienna | BW Linz | 2 | 1
Round 12,03.11.2024,A. Klagenfurt,Wolfsberger AC,03.11.2024 | A. Klagenfurt | Wolfsberger AC | 2 | 1
Round 12,03.11.2024,Tirol,Altach,03.11.2024 | Tirol | Altach | 1 | 0
Round 12,02.11.2024,LASK,Hartberg,02.11.2024 | LASK | Hartberg | 1 | 1
Round 12,02.11.2024,Salzburg,Grazer AK,02.11.2024 | Salzburg | Grazer AK | 0 | 0
Round 12,02.11.2024,Sturm Graz,SK Rapid,02.11.2024 | Sturm Graz | SK Rapid | 1 | 1
Round 11,27.10.2024,LASK,Sturm Graz,27.10.2024 | LASK | Sturm Graz | 1 | 2
Round 11,27.10.2024,Grazer AK,SK Rapid,27.10.2024 | Grazer AK | SK Rapid | 1 | 1
Round 11,27.10.2024,Wolfsberger AC,Salzburg,27.10.2024 | Wolfsberger AC | Salzburg | 0 | 0
Round 11,26.10.2024,Altach,A. Klagenfurt,26.10.2024 | Altach | A. Klagenfurt | 2 | 2
Round 11,26.10.2024,Austria Vienna,Tirol,26.10.2024 | Austria Vienna | Tirol | 3 | 0
Round 11,26.10.2024,Hartberg,BW Linz,26.10.2024 | Hartberg | BW Linz | 2 | 1
Round 10,20.10.2024,SK Rapid,Hartberg,20.10.2024 | SK Rapid | Hartberg | 2 | 1
Round 10,20.10.2024,A. Klagenfurt,Austria Vienna,20.10.2024 | A. Klagenfurt | Austria Vienna | 0 | 1
Round 10,20.10.2024,Tirol,LASK,20.10.2024 | Tirol | LASK | 1 | 2
Round 10,19.10.2024,BW Linz,Wolfsberger AC,19.10.2024 | BW Linz | Wolfsberger AC | 0 | 1
Round 10,19.10.2024,Salzburg,Altach,19.10.2024 | Salzburg | Altach | 2 | 1
Round 10,19.10.2024,Sturm Graz,Grazer AK,19.10.2024 | Sturm Graz | Grazer AK | 5 | 2
Round 9,06.10.2024,Sturm Graz,Salzburg,06.10.2024 | Sturm Graz | Salzburg | 5 | 0
Round 9,06.10.2024,Altach,SK Rapid,06.10.2024 | Altach | SK Rapid | 0 | 1
Round 9,06.10.2024,LASK,A. Klagenfurt,06.10.2024 | LASK | A. Klagenfurt | 4 | 0
Round 9,05.10.2024,Austria Vienna,Grazer AK,05.10.2024 | Austria Vienna | Grazer AK | 2 | 1
Round 9,05.10.2024,Tirol,BW Linz,05.10.2024 | Tirol | BW Linz | 1 | 1
Round 9,05.10.2024,Wolfsberger AC,Hartberg,05.10.2024 | Wolfsberger AC | Hartberg | 2 | 3
Round 8,29.09.2024,Grazer AK,A. Klagenfurt,29.09.2024 | Grazer AK | A. Klagenfurt | 0 | 1
Round 8,29.09.2024,Hartberg,Altach,29.09.2024 | Hartberg | Altach | 2 | 0
Round 8,29.09.2024,Wolfsberger AC,Tirol,29.09.2024 | Wolfsberger AC | Tirol | 1 | 3
Round 8,28.09.2024,BW Linz,Sturm Graz,28.09.2024 | BW Linz | Sturm Graz | 1 | 2
Round 8,28.09.2024,Salzburg,Austria Vienna,28.09.2024 | Salzburg | Austria Vienna | 2 | 0
Round 8,28.09.2024,SK Rapid,LASK,28.09.2024 | SK Rapid | LASK | 1 | 1
Round 6,26.09.2024,Hartberg,Tirol,26.09.2024 | Hartberg | Tirol | 1 | 0
Round 6,25.09.2024,Austria Vienna,Sturm Graz,25.09.2024 | Austria Vienna | Sturm Graz | 2 | 2 | 2
Round 7,22.09.2024,SK Rapid,Austria Vienna,22.09.2024 | SK Rapid | Austria Vienna | 2 | 1
Round 7,22.09.2024,Sturm Graz,Wolfsberger AC,22.09.2024 | Sturm Graz | Wolfsberger AC | 0 | 3
Round 7,22.09.2024,Tirol,Salzburg,22.09.2024 | Tirol | Salzburg | 0 | 0
Round 7,21.09.2024,A. Klagenfurt,Hartberg,21.09.2024 | A. Klagenfurt | Hartberg | 2 | 2
Round 7,21.09.2024,Altach,BW Linz,21.09.2024 | Altach | BW Linz | 0 | 1
Round 7,21.09.2024,LASK,Grazer AK,21.09.2024 | LASK | Grazer AK | 4 | 2
Round 6,15.09.2024,Grazer AK,Altach,15.09.2024 | Grazer AK | Altach | 1 | 1
Round 6,14.09.2024,BW Linz,LASK,14.09.2024 | BW Linz | LASK | 1 | 0
Round 6,14.09.2024,Wolfsberger AC,SK Rapid,14.09.2024 | Wolfsberger AC | SK Rapid | 1 | 1
Round 5,01.09.2024,Altach,Austria Vienna,01.09.2024 | Altach | Austria Vienna | 1 | 1
Round 5,01.09.2024,LASK,Wolfsberger AC,01.09.2024 | LASK | Wolfsberger AC | 1 | 5
Round 5,01.09.2024,SK Rapid,Salzburg,01.09.2024 | SK Rapid | Salzburg | 3 | 2
Round 5,31.08.2024,Sturm Graz,Tirol,31.08.2024 | Sturm Graz | Tirol | 4 | 2
Round 5,31.08.2024,A. Klagenfurt,BW Linz,31.08.2024 | A. Klagenfurt | BW Linz | 3 | 1
Round 5,31.08.2024,Hartberg,Grazer AK,31.08.2024 | Hartberg | Grazer AK | 1 | 1
Round 4,25.08.2024,Austria Vienna,LASK,25.08.2024 | Austria Vienna | LASK | 2 | 1
Round 4,25.08.2024,BW Linz,SK Rapid,25.08.2024 | BW Linz | SK Rapid | 3 | 0
Round 4,25.08.2024,Wolfsberger AC,Grazer AK,25.08.2024 | Wolfsberger AC | Grazer AK | 4 | 2
Round 4,24.08.2024,Sturm Graz,Altach,24.08.2024 | Sturm Graz | Altach | 2 | 1
Round 4,24.08.2024,Tirol,A. Klagenfurt,24.08.2024 | Tirol | A. Klagenfurt | 0 | 1
Round 3,18.08.2024,Altach,Wolfsberger AC,18.08.2024 | Altach | Wolfsberger AC | 2 | 0
Round 3,18.08.2024,Hartberg,Austria Vienna,18.08.2024 | Hartberg | Austria Vienna | 1 | 1
Round 3,18.08.2024,SK Rapid,Tirol,18.08.2024 | SK Rapid | Tirol | 2 | 0
Round 3,17.08.2024,LASK,Salzburg,17.08.2024 | LASK | Salzburg | 0 | 1
Round 3,17.08.2024,A. Klagenfurt,Sturm Graz,17.08.2024 | A. Klagenfurt | Sturm Graz | 0 | 2
Round 3,17.08.2024,Grazer AK,BW Linz,17.08.2024 | Grazer AK | BW Linz | 2 | 2
Round 2,11.08.2024,A. Klagenfurt,SK Rapid,11.08.2024 | A. Klagenfurt | SK Rapid | 1 | 1
Round 2,11.08.2024,Austria Vienna,Wolfsberger AC,11.08.2024 | Austria Vienna | Wolfsberger AC | 3 | 1
Round 2,11.08.2024,Sturm Graz,Hartberg,11.08.2024 | Sturm Graz | Hartberg | 2 | 0
Round 2,10.08.2024,Salzburg,BW Linz,10.08.2024 | Salzburg | BW Linz | 5 | 1
Round 2,10.08.2024,LASK,Altach,10.08.2024 | LASK | Altach | 1 | 2
Round 2,10.08.2024,Tirol,Grazer AK,10.08.2024 | Tirol | Grazer AK | 0 | 0
Round 1,04.08.2024,BW Linz,Austria Vienna,04.08.2024 | BW Linz | Austria Vienna | 1 | 0
Round 1,04.08.2024,SK Rapid,Sturm Graz,04.08.2024 | SK Rapid | Sturm Graz | 1 | 0
Round 1,03.08.2024,Wolfsberger AC,A. Klagenfurt,03.08.2024 | Wolfsberger AC | A. Klagenfurt | 4 | 1
Round 1,03.08.2024,Altach,Tirol,03.08.2024 | Altach | Tirol | 1 | 2
Round 1,03.08.2024,Hartberg,LASK,03.08.2024 | Hartberg | LASK | 1 | 2
Round 1,02.08.2024,Grazer AK,Salzburg,02.08.2024 | Grazer AK | Salzburg | 2 | 3
