round,date,team_home,team_away,full_text
Round 30,15.05.2025,Esteghlal Khuzestan,Tractor,15.05.2025 | Esteghlal Khuzestan | Tractor | 1 | 3
Round 30,15.05.2025,Chadormalu,Gol Gohar,15.05.2025 | Chadormalu | Gol Gohar | 0 | 1
Round 30,15.05.2025,Mes Rafsanjan,Kheybar Khorramabad,15.05.2025 | Mes Rafsanjan | Kheybar Khorramabad | 0 | 0
Round 30,15.05.2025,Malavan,Foolad,15.05.2025 | Malavan | Foolad | 1 | 1
Round 30,15.05.2025,Nassaji Mazandaran,Zob Ahan,15.05.2025 | Nassaji Mazandaran | Zob Ahan | 0 | 3
Round 30,15.05.2025,Persepolis,Havadar SC,15.05.2025 | Persepolis | Havadar SC | 2 | 0
Round 30,15.05.2025,Sepahan,Esteghlal F.C.,15.05.2025 | Sepahan | Esteghlal F.C. | 3 | 1
Round 30,15.05.2025,Shams Azar Qazvin,Aluminium Arak,15.05.2025 | Shams Azar Qazvin | Aluminium Arak | 1 | 3
Round 29,08.05.2025,Aluminium Arak,Malavan,08.05.2025 | Aluminium Arak | Malavan | 1 | 1
Round 29,08.05.2025,Esteghlal F.C.,Chadormalu,08.05.2025 | Esteghlal F.C. | Chadormalu | 0 | 0
Round 29,08.05.2025,Foolad,Esteghlal Khuzestan,08.05.2025 | Foolad | Esteghlal Khuzestan | 2 | 1
Round 29,08.05.2025,Gol Gohar,Shams Azar Qazvin,08.05.2025 | Gol Gohar | Shams Azar Qazvin | 1 | 0
Round 29,08.05.2025,Havadar SC,Sepahan,08.05.2025 | Havadar SC | Sepahan | 1 | 1
Round 29,08.05.2025,Kheybar Khorramabad,Persepolis,08.05.2025 | Kheybar Khorramabad | Persepolis | 1 | 2
Round 29,08.05.2025,Tractor,Nassaji Mazandaran,08.05.2025 | Tractor | Nassaji Mazandaran | 3 | 3
Round 29,08.05.2025,Zob Ahan,Mes Rafsanjan,08.05.2025 | Zob Ahan | Mes Rafsanjan | 2 | 1
Round 28,02.05.2025,Sepahan,Gol Gohar,02.05.2025 | Sepahan | Gol Gohar | 1 | 2
Round 28,02.05.2025,Shams Azar Qazvin,Tractor,02.05.2025 | Shams Azar Qazvin | Tractor | 0 | 4
Round 28,02.05.2025,Malavan,Zob Ahan,02.05.2025 | Malavan | Zob Ahan | 3 | 3
Round 28,02.05.2025,Esteghlal F.C.,Aluminium Arak,02.05.2025 | Esteghlal F.C. | Aluminium Arak | 5 | 1
Round 28,01.05.2025,Esteghlal Khuzestan,Kheybar Khorramabad,01.05.2025 | Esteghlal Khuzestan | Kheybar Khorramabad | 0 | 0
Round 28,01.05.2025,Chadormalu,Foolad,01.05.2025 | Chadormalu | Foolad | 1 | 1
Round 28,01.05.2025,Mes Rafsanjan,Persepolis,01.05.2025 | Mes Rafsanjan | Persepolis | 0 | 3
Round 28,01.05.2025,Nassaji Mazandaran,Havadar SC,01.05.2025 | Nassaji Mazandaran | Havadar SC | 0 | 0
Round 22,25.04.2025,Foolad,Tractor,25.04.2025 | Foolad | Tractor | 1 | 2
Round 22,21.04.2025,Esteghlal F.C.,Havadar SC,21.04.2025 | Esteghlal F.C. | Havadar SC | 2 | 2
Round 27,18.04.2025,Foolad,Shams Azar Qazvin,18.04.2025 | Foolad | Shams Azar Qazvin | 1 | 0
Round 27,18.04.2025,Persepolis,Sepahan,18.04.2025 | Persepolis | Sepahan | 0 | 2
Round 27,18.04.2025,Tractor,Malavan,18.04.2025 | Tractor | Malavan | 3 | 0
Round 27,17.04.2025,Aluminium Arak,Chadormalu,17.04.2025 | Aluminium Arak | Chadormalu | 0 | 0
Round 27,17.04.2025,Kheybar Khorramabad,Nassaji Mazandaran,17.04.2025 | Kheybar Khorramabad | Nassaji Mazandaran | 1 | 0
Round 27,17.04.2025,Zob Ahan,Esteghlal Khuzestan,17.04.2025 | Zob Ahan | Esteghlal Khuzestan | 1 | 0
Round 27,16.04.2025,Gol Gohar,Esteghlal F.C.,16.04.2025 | Gol Gohar | Esteghlal F.C. | 1 | 1
Round 27,16.04.2025,Havadar SC,Mes Rafsanjan,16.04.2025 | Havadar SC | Mes Rafsanjan | 0 | 4
Round 26,11.04.2025,Nassaji Mazandaran,Persepolis,11.04.2025 | Nassaji Mazandaran | Persepolis | 0 | 1
Round 26,11.04.2025,Chadormalu,Tractor,11.04.2025 | Chadormalu | Tractor | 2 | 2
Round 26,11.04.2025,Esteghlal Khuzestan,Havadar SC,11.04.2025 | Esteghlal Khuzestan | Havadar SC | 1 | 1
Round 26,11.04.2025,Sepahan,Mes Rafsanjan,11.04.2025 | Sepahan | Mes Rafsanjan | 1 | 0
Round 26,11.04.2025,Gol Gohar,Aluminium Arak,11.04.2025 | Gol Gohar | Aluminium Arak | 0 | 0
Round 26,11.04.2025,Malavan,Kheybar Khorramabad,11.04.2025 | Malavan | Kheybar Khorramabad | 3 | 0
Round 26,11.04.2025,Shams Azar Qazvin,Zob Ahan,11.04.2025 | Shams Azar Qazvin | Zob Ahan | 1 | 1
Round 26,10.04.2025,Esteghlal F.C.,Foolad,10.04.2025 | Esteghlal F.C. | Foolad | 0 | 1
Round 25,06.04.2025,Kheybar Khorramabad,Shams Azar Qazvin,06.04.2025 | Kheybar Khorramabad | Shams Azar Qazvin | 0 | 0
Round 25,05.04.2025,Aluminium Arak,Sepahan,05.04.2025 | Aluminium Arak | Sepahan | 1 | 1
Round 25,05.04.2025,Persepolis,Esteghlal Khuzestan,05.04.2025 | Persepolis | Esteghlal Khuzestan | 0 | 0
Round 25,05.04.2025,Mes Rafsanjan,Nassaji Mazandaran,05.04.2025 | Mes Rafsanjan | Nassaji Mazandaran | 0 | 0
Round 25,05.04.2025,Havadar SC,Malavan,05.04.2025 | Havadar SC | Malavan | 2 | 0
Round 25,04.04.2025,Tractor,Esteghlal F.C.,04.04.2025 | Tractor | Esteghlal F.C. | 2 | 1
