round,date,team_home,team_away,full_text
Round 22,08.02.2025,AEL Limassol,Anorthosis,08.02.2025 | AEL Limassol | Anorthosis | 0 | 1
Round 22,08.02.2025,Omonia Aradippou,Pafos,08.02.2025 | Omonia Aradippou | Pafos | 0 | 2
Round 22,08.02.2025,APOEL,Apollon,08.02.2025 | APOEL | Apollon | 0 | 0
Round 22,07.02.2025,Omonia 29th May,Omonia,07.02.2025 | Omonia 29th May | Omonia | 2 | 3
Round 21,03.02.2025,Anorthosis,APOEL,03.02.2025 | Anorthosis | APOEL | 2 | 2 | 2
Round 21,03.02.2025,Pafos,Omonia 29th May,03.02.2025 | Pafos | Omonia 29th May | 2 | 1
Round 21,02.02.2025,AEK Larnaca,AEL Limassol,02.02.2025 | AEK Larnaca | AEL Limassol | 2 | 0
Round 21,02.02.2025,Apollon,Omonia Aradippou,02.02.2025 | Apollon | Omonia Aradippou | 1 | 0
Round 21,02.02.2025,Achnas,Paralimni,02.02.2025 | Achnas | Paralimni | 0 | 1
Round 21,01.02.2025,Omonia,Karmiotissa,01.02.2025 | Omonia | Karmiotissa | 3 | 0
Round 21,01.02.2025,Nea Salamis,Aris,01.02.2025 | Nea Salamis | Aris | 2 | 2
Round 20,26.01.2025,Aris,Achnas,26.01.2025 | Aris | Achnas | 6 | 1
Round 20,26.01.2025,APOEL,Omonia Aradippou,26.01.2025 | APOEL | Omonia Aradippou | 7 | 0
Round 20,26.01.2025,Karmiotissa,Pafos,26.01.2025 | Karmiotissa | Pafos | 0 | 2
Round 20,25.01.2025,Anorthosis,AEK Larnaca,25.01.2025 | Anorthosis | AEK Larnaca | 2 | 2
Round 20,25.01.2025,Omonia 29th May,Apollon,25.01.2025 | Omonia 29th May | Apollon | 2 | 1
Round 20,24.01.2025,AEL Limassol,Nea Salamis,24.01.2025 | AEL Limassol | Nea Salamis | 0 | 0
Round 20,24.01.2025,Paralimni,Omonia,24.01.2025 | Paralimni | Omonia | 0 | 2
Round 19,21.01.2025,Omonia Aradippou,Omonia 29th May,21.01.2025 | Omonia Aradippou | Omonia 29th May | 1 | 0
Round 19,20.01.2025,AEK Larnaca,APOEL,20.01.2025 | AEK Larnaca | APOEL | 2 | 1
Round 19,19.01.2025,Omonia,Aris,19.01.2025 | Omonia | Aris | 0 | 0
Round 19,19.01.2025,Pafos,Paralimni,19.01.2025 | Pafos | Paralimni | 2 | 0
Round 19,19.01.2025,Achnas,AEL Limassol,19.01.2025 | Achnas | AEL Limassol | 0 | 0
Round 19,18.01.2025,Nea Salamis,Anorthosis,18.01.2025 | Nea Salamis | Anorthosis | 0 | 4
Round 19,18.01.2025,Apollon,Karmiotissa,18.01.2025 | Apollon | Karmiotissa | 3 | 0
