round,date,team_home,team_away,full_text
11,2024-10-06,Atl. San Luis,Monterrey,06.10.2024 | Atl. San Luis | Monterrey | 1 | 0
11,2024-10-06,Cruz Azul,Necaxa,06.10.2024 | Cruz Azul | Necaxa | 3 | 0
11,2024-10-06,Tigres UANL,Puebla,06.10.2024 | Tigres UANL | Puebla | 1 | 0
11,2024-10-05,Club Tijuana,Pachuca,05.10.2024 | Club Tijuana | Pachuca | 2 | 1
11,2024-10-05,Mazatlan FC,Queretaro,05.10.2024 | Mazatlan FC | Queretaro | 2 | 2
10,2024-09-30,Club America,UNAM Pumas,30.09.2024 | Club America | UNAM Pumas | 0 | 1
10,2024-09-29,Atl. San Luis,Santos Laguna,29.09.2024 | Atl. San Luis | Santos Laguna | 3 | 1
10,2024-09-29,Guadalajara Chivas,Monterrey,29.09.2024 | Guadalajara Chivas | Monterrey | 1 | 1
10,2024-09-29,Pachuca,Cruz Azul,29.09.2024 | Pachuca | Cruz Azul | 2 | 4
10,2024-09-29,Toluca,Atlas,29.09.2024 | Toluca | Atlas | 4 | 1
10,2024-09-28,Club Tijuana,Mazatlan FC,28.09.2024 | Club Tijuana | Mazatlan FC | 1 | 0
10,2024-09-28,Tigres UANL,Club Leon,28.09.2024 | Tigres UANL | Club Leon | 2 | 2
10,2024-09-28,Queretaro,Necaxa,28.09.2024 | Queretaro | Necaxa | 0 | 0
10,2024-09-28,Puebla,Juarez,28.09.2024 | Puebla | Juarez | 2 | 3
9,2024-09-23,Juarez,Tigres UANL,23.09.2024 | Juarez | Tigres UANL | 0 | 1
9,2024-09-23,Santos Laguna,Toluca,23.09.2024 | Santos Laguna | Toluca | 2 | 0
9,2024-09-23,UNAM Pumas,Club Tijuana,23.09.2024 | UNAM Pumas | Club Tijuana | 1 | 0
9,2024-09-22,Cruz Azul,Guadalajara Chivas,22.09.2024 | Cruz Azul | Guadalajara Chivas | 1 | 0
9,2024-09-22,Monterrey,Mazatlan FC,22.09.2024 | Monterrey | Mazatlan FC | 0 | 0
9,2024-09-22,Necaxa,Club America,22.09.2024 | Necaxa | Club America | 1 | 1
9,2024-09-22,Club Leon,Atl. San Luis,22.09.2024 | Club Leon | Atl. San Luis | 1 | 0
9,2024-09-21,Atlas,Queretaro,21.09.2024 | Atlas | Queretaro | 0 | 1
9,2024-09-21,Puebla,Pachuca,21.09.2024 | Puebla | Pachuca | 2 | 3
8,2024-09-19,Monterrey,Juarez,19.09.2024 | Monterrey | Juarez | 3 | 2
8,2024-09-19,Mazatlan FC,Necaxa,19.09.2024 | Mazatlan FC | Necaxa | 0 | 0
8,2024-09-19,Guadalajara Chivas,Club Leon,19.09.2024 | Guadalajara Chivas | Club Leon | 2 | 0
8,2024-09-18,UNAM Pumas,Puebla,18.09.2024 | UNAM Pumas | Puebla | 1 | 0
8,2024-09-18,Queretaro,Tigres UANL,18.09.2024 | Queretaro | Tigres UANL | 1 | 0
8,2024-09-18,Atl. San Luis,Cruz Azul,18.09.2024 | Atl. San Luis | Cruz Azul | 3 | 1
8,2024-09-18,Club America,Atlas,18.09.2024 | Club America | Atlas | 3 | 0
8,2024-09-18,Pachuca,Toluca,18.09.2024 | Pachuca | Toluca | 2 | 2
7,2024-09-15,Santos Laguna,Monterrey,15.09.2024 | Santos Laguna | Monterrey | 0 | 2
7,2024-09-15,Club Leon,Cruz Azul,15.09.2024 | Club Leon | Cruz Azul | 1 | 2
7,2024-09-15,Club America,Guadalajara Chivas,15.09.2024 | Club America | Guadalajara Chivas | 1 | 0
7,2024-09-15,Toluca,Club Tijuana,15.09.2024 | Toluca | Club Tijuana | 4 | 0
7,2024-09-14,Necaxa,UNAM Pumas,14.09.2024 | Necaxa | UNAM Pumas | 2 | 0
7,2024-09-14,Juarez,Mazatlan FC,14.09.2024 | Juarez | Mazatlan FC | 1 | 0
7,2024-09-14,Tigres UANL,Atl. San Luis,14.09.2024 | Tigres UANL | Atl. San Luis | 1 | 0
